Gene,Fold_Difference
K01884_at,7.6
K01911_at,376.65
K02054_at,6.9
K02100_at,22
K02215_at,2.6
K02268_at,23.4
K02402_at,2
K02545_cds2_at,62.4
K02574_at,16.8099415204678
K02765_at,18.7
K03008_cds1_at,5.2
K03008_cds2_at,8.28571428571429
K03021_at,25.85
K03195_at,7.11583924349882
K03218_at,16.75
K03430_at,7.83950617283951
K03460_at,9.0798969072165
K03474_at,27.4
K03515_at,8.20493066255778
L00137_cds1_at,26.05
L00352_at,28.3670886075949
L00354_at,10.95
L00635_at,34.45
L00972_at,26.05
L01042_at,11.65
L01087_at,41.95
L01406_at,18.35
L01664_at,66.65
L02320_at,2.25
L02321_at,29.3
L02426_at,4.702416918429
L02547_at,5.6
L02648_at,23.35
L02785_at,9.35
L02840_at,12.1
L02867_at,49.45
L02932_at,11
L02950_at,269.85
L03427_at,1
L03532_at,7.30879345603272
L03785_at,3.97630331753555
L04270_at,1
L04490_at,85.65
L04510_at,12.5
L04656_at,9.35
L04733_at,44.25
L04947_at,1
L04953_at,20.8857142857143
L05147_at,3.15
L05148_at,9.79801324503311
L05424_cds2_at,53.35
L05425_at,32.2
L05500_at,1
L05512_at,23.5925925925926
L05515_at,1
L05568_at,18.5
L05597_at,4.25
L05606_at,1
L05779_at,9.97183098591549
L06132_at,12.3088235294118
L06139_at,1
L06147_at,1
L06175_at,30.45
L06419_at,36.25
L06499_at,1.6008004002001
L06505_at,2.72108843537415
L06633_at,49.8
L06845_at,55.9
L06895_at,1.25
L07033_at,4.70909090909091
L07044_at,33.95
L07077_at,6
L07493_at,30.6
L07515_at,27.6
L07540_at,1
L07541_at,18.95
L07548_at,37.85
L07590_at,10.2
L07592_at,11.85
L07594_at,6.3
L07597_at,74.9
L07633_at,6.33026113671275
L07738_at,15.2
L07758_at,10.2230215827338
L07765_at,20.5
L07868_at,8.8
L07949_at,4
L07956_at,56.35
L08069_at,151.95
L08177_at,25.5
L08187_at,7.42483660130719
L08246_at,35.3578947368421
L08424_at,24.25
L08485_at,6.5
L08488_at,12.85
L08666_at,4.56397306397306
L09190_rna1_at,7.13157894736842
L09234_at,1.75
L09235_at,7.80645161290323
L09260_at,9.09756097560976
L09604_at,16.5735294117647
L09708_at,36.75
L09717_at,23.3
L09749_at,4.55
L09753_at,1.75
L10035_at,6.95
L10102_rna1_at,12.4
L10123_at,9.85
L10284_at,5.40779014308426
L10343_at,19.75
L10373_at,147.55
L10374_at,8.35
L10378_at,8.18181818181818
L10381_at,2.65
L10386_at,21.7
L10403_at,2.5
L10405_at,14.05
L10665_at,14.85
L10678_at,6.95
L10838_at,8.70526315789474
L10844_at,12.05
L10910_at,43.2022471910112
L11005_at,11.2
L11239_at,30.4
L11285_at,23.6413043478261
L11329_at,199.2
L11353_at,12.65
L11369_at,15.45
L11370_at,7.14285714285714
L11372_at,14.5
L11373_at,6.3649373881932
L11566_at,4.27921904252474
L11573_at,5.15
L11669_at,156.4
L11695_at,10.55
L11708_at,23.45
L12168_at,4.36776859504132
L12350_at,10.45
L12392_at,4.70673076923077
L12468_at,6.7
L12535_at,5.72173913043478
L12701_cds2_at,10.7
L12723_at,21.45
L13042_at,24.3
L13197_at,26.7
L13203_at,79.85
L13210_at,231.1
L13258_at,11
L13278_at,16.9
L13286_at,2.4
L13329_at,14.2
L13391_at,77
L13434_at,7.90131578947368
L13436_at,39.6
L13689_at,12.275
L13698_at,5.35
L13720_at,1
L13738_at,87
L13761_rna1_at,6.33333333333333
L13800_at,48.45
L13848_at,14.9290322580645
L13852_at,8.17219917012448
L13923_at,6.98039215686275
L13972_at,10.9731543624161
L13977_at,29.75
L13994_at,1
L14076_at,5.0431654676259
L14269_at,14.5
L14542_at,8.25
L14565_at,39.75
L14595_at,6.85
L14754_at,64.15
L14787_at,27.5
L14812_at,10.1754385964912
L14813_at,3.63619167717528
L14837_at,48.2
L14856_at,4.40294117647059
L14922_at,14.65
L14927_at,16.55
L15309_at,14.9
L15344_at,12.2
L15388_at,12.25
L15409_at,32.9
L15440_at,1
L15533_rna1_at,6.6
L15702_at,5.66962305986696
L16464_at,25.6428571428571
L16782_at,17.05
L16842_at,45.719298245614
L16862_at,150.5
L16895_at,14.1
L16896_at,32.15
L16991_at,36.2
L17128_at,21.8
L17131_rna1_at,9.97549481621112
L17325_at,1
L17327_at,42.15
L17328_at,12.6
L17330_at,19.45
L18960_at,4.15728155339806
L18972_at,3.08394160583942
L18983_at,4.7991452991453
L19058_at,10.05
L19063_at,1
L19067_at,8.54515050167224
L19161_at,22.3018867924528
L19183_at,36.55
L19267_at,88.25
L19297_at,1
L19314_at,38.8
L19401_at,16.05
L19437_at,12.2448979591837
L19527_at,1.46748601302394
L19593_at,6.15
L19605_at,18.4782096584217
L19686_rna1_at,484.75
L19711_at,30.85
L19778_at,4.05
L19779_at,19.0249702734839
L19783_at,20.3
L19871_at,188.65
L19872_at,49.05
L20010_at,9.44808743169399
L20298_at,8.74180327868852
L20316_at,6.42408376963351
L20320_at,19.45
L20321_at,9.6
L20348_at,6.6
L20591_at,4.4
L20773_at,3.88415672913118
L20814_at,7.65
L20815_at,6.41721854304636
L20826_at,21.35
L20852_at,11.2
L20859_at,23.85
L20861_at,19.85
L20941_at,14.1843971631206
L20971_at,236.25
L21715_at,3.45
L21893_at,12.86
L21934_at,8.5
L21936_at,10.7358490566038
L21954_at,393.35
L21993_at,2.65
L22005_at,18.2
L22009_at,4.20520446096654
L22075_at,57.65
L22206_at,7.1
L22214_at,40.2
L22342_at,9.31441048034934
L22343_at,8.29411764705882
L22548_at,1
L22650_at,4.35
L23116_at,22.05
L23808_at,1
L23852_at,25.5
L23959_at,10.1
L24203_at,25.55
L24470_at,10.15
L24559_at,12.7329545454545
L24564_at,61.4
L24783_at,63.9
L24804_at,42.5522388059701
L25080_at,4.68152274837512
L25081_at,107.5
L25085_at,205.25
L25119_at,15.9
L25270_at,46.6
L25441_at,4.85
L25444_at,35.65
L25798_at,20.5
L25851_at,29.6027397260274
L25876_at,6.1609756097561
L26081_at,1
L26234_at,8.15
L26247_at,5.80863930885529
L26336_at,14.55
L26339_at,18.95
L26494_at,46.05
L26953_at,6.45
L27050_at,1
L27071_at,6.7
L27080_at,6.75
L27476_at,6.6078431372549
L27479_at,24.65
L27560_at,31.4
L27586_at,10.6
L27706_at,9.35555555555556
L27841_at,8.24050632911392
L27943_at,11.1715976331361
L28010_at,9.57
L28175_at,51.7
L28821_at,49.8
L28957_at,24.85
L28997_at,15.1
L29008_at,27.4444444444444
L29217_at,1
L29218_at,10.4609375
L29277_at,64.741935483871
L29339_at,1
L29376_at,20.9
L29433_at,10.15
L31529_at,9.65
L31573_at,2.45
L31584_at,20.5172413793103
L31801_at,11.7062937062937
L31860_at,10
L31881_at,12.35
L32137_at,20.4
L32140_at,2.85
L32163_at,4.7
L32164_at,22.9
L32179_at,18.15
L32866_at,43.15
L32976_at,47.35
L32977_at,12.7807228915663
L33243_at,48.6
L33404_at,4.35
L33477_at,1.85
L33798_at,1
L33799_at,19.25
L33801_at,15.6
L33842_rna1_at,12.2205882352941
L33881_at,17.1304347826087
L34059_at,50.35
L34060_at,9.84466019417476
L34075_at,4.69026548672566
L34081_at,2.5
L34155_at,12.5
L34219_at,15.45
L34357_at,13.8
L34409_at,6.3
L34587_at,23.0178571428571
L34600_at,29.6
L34657_at,56.6
L34673_at,2.3
L34820_at,8.6304347826087
L34838_at,1
L35035_at,33.4
L35240_at,37.6
L35251_rna1_at,5.75
L35269_at,30.4
L35475_at,87.05
L35545_at,5.55
L35546_at,12.3
L35592_at,14.15
L35854_at,17.35
L36033_at,20.6
L36051_at,3.05
L36069_at,1
L36151_at,4.33570412517781
L36463_at,38.65
L36529_at,20.75
L36531_at,5.87958115183246
L36642_at,2.55
L36645_at,32.75
L36720_at,32.3
L36818_at,18.2631578947368
L36844_at,18.7
L36847_at,23.65
L36861_at,15.1
L36922_at,6.18775510204082
L36983_at,83.25
L37033_at,17.7022900763359
L37042_at,25.9852941176471
L37043_at,6.48214285714286
L37127_at,88.45
L37199_at,27.2
L37347_at,8.25
L37362_at,16.25
L37368_at,4.86550976138829
L37378_at,10.65
L37792_at,13.0470588235294
L37882_at,12
L37936_at,16.1515151515152
L38025_at,4.8
L38486_at,12.9940828402367
L38487_at,42
L38500_at,12.15
L38503_at,16.4285714285714
L38517_at,15.8
L38608_at,18.7
L38616_at,22.6666666666667
L38696_at,129.55
L38707_at,4.98907103825137
L38810_at,81.7
L38820_at,18.75
L38928_at,26.85
L38929_at,13.45
L38932_at,3.64
L38933_rna1_at,28.4
L38935_at,8.13829787234043
L38941_at,1.74405929801613
L38951_at,164.75
L38961_at,42.05
L38969_at,18.1
L39009_at,2.5
L39059_at,34.25
L39060_at,6
L39061_at,10.6
L39064_rna1_at,18.95
L39211_at,6.55
L39833_at,5.75
L39874_at,6.08114558472554
L40027_at,10.94
L40157_at,7.2
L40357_at,89.8
L40366_at,2.8
L40371_at,11.95
L40377_at,13.5
L40379_at,17.55
L40380_at,13.15
L40387_at,191.35
L40388_at,17.6
L40391_at,51.6875
L40392_at,10.495145631068
L40393_at,18.05
L40394_at,20.9
L40395_at,6.67114093959732
L40396_at,2.5
L40399_at,16.9
L40400_at,13.8461538461538
L40401_at,4.63350785340314
L40402_at,1
L40403_at,2.1
L40407_at,14.6
L40410_at,6.26181818181818
L40411_at,8.39344262295082
L40586_at,13.8181818181818
L40636_at,8.65
L40904_at,46.95
L40933_at,11.8
L40992_at,23.1
L41066_at,11.2
L41067_at,43.8928571428571
L41143_at,16.75
L41147_at,24.5
L41162_at,1
L41349_at,8.35
L41351_at,21.2
L41559_at,22.75
L41607_at,8.05
L41668_rna1_at,13.95
L41680_at,1
L41690_at,9.64516129032258
L41816_at,1
L41870_at,76
L41887_rna1_at,32.7391304347826
L41913_at,6.25
L41919_rna1_at,33.45
L41939_at,15.95
L42025_rna1_at,21.6521739130435
L42176_at,6.8
L42243_cds1_at,21.5
L42324_at,6.54621848739496
L42354_at,55.8
L42373_at,5.09174311926605
L42379_at,201.25
L42450_at,9.95
L42451_at,42.6
L42452_at,2.8
L42542_at,42.1052631578947
L42563_at,11.8909090909091
L42572_at,23.530612244898
L42621_at,5.57575757575758
L43338_at,18.7
L43366_at,11.6944444444444
L43631_at,10.7980456026059
L43821_at,3.6
L43964_at,4.1
L47345_at,49.0476190476191
L47726_at,8.95
L47738_at,190.5
L48211_at,23.45
L48513_at,14.45
L48516_at,15.95
L48546_at,103.9
L48692_at,7.9
L48728_cds1_at,12.0512820512821
L49054_at,5.2
L49169_at,26.0765765765766
L75847_at,3.65
L76159_at,17.6808510638298
L76191_at,4.801393728223
L76200_at,280.35
L76224_at,8.54285714285714
L76380_at,13.3877551020408
L76465_at,80.4
L76571_at,9.5
L76687_at,25.2
L76702_at,58.55
L76703_at,14.3731343283582
L76927_rna1_at,15.95
L76937_rna1_at,19.6
L77213_at,36.95
L77559_at,5.1
L77561_at,6.17886178861789
L77563_at,10.4
L77566_at,11.45
L77571_at,1.7
L77701_at,56.45
L77730_at,6.34285714285714
L77864_at,1
L77886_at,65.8
L78132_at,7.35
L78267_at,10.7
L78440_at,5.05498281786942
L78833_cds2_at,5.75
M10014_cds1_at,21.3
M10050_at,1
M10058_at,8.9
M10612_at,78.1111111111111
M10901_at,15.4227642276423
M10950_cds2_at,1
M11058_at,9.15
M11119_at,6.43446601941748
M11147_at,5.51724137931035
M11186_at,32.3
M11321_at,1
M11353_at,3.79596678529063
M11433_at,6.15
M11437_cds1_at,5.15
M11437_cds2_at,20
M11567_rna1_at,1
M11591_at,6.25
M11717_rna1_at,367.2
M11718_at,20.7
M11722_at,546.3
M11726_at,26.304347826087
M11749_at,6.35
M11973_cds1_at,16.2
M12036_at,4.2
M12174_at,85.8
M12529_at,9.6
M12625_at,29.35
M12759_at,332.2
M12886_at,800
M13143_at,24.3
M13149_at,11.8333333333333
M13194_at,8.43661971830986
M13207_at,24.55
M13241_at,35.8
M13450_at,4.57901085645356
M13666_at,9.05454545454545
M13699_at,7.05
M13755_at,293.15
M13792_at,32.8542094455852
M13903_at,30.5
M13934_cds1_at,1
M13934_cds2_at,5.21172638436482
M13955_at,35.2
M13982_at,1
M14016_at,15.6081871345029
M14058_at,38.4
M14091_at,12
M14113_at,14.7
M14123_xpt2_at,22.95
M14123_xpt3_at,17.6
M14123_xpt4_at,2.8
M14158_cds4_at,7.53086419753086
M14159_cds2_at,1
M14200_rna1_at,172.05
M14218_at,1
M14219_at,11.3125
M14338_at,1.65
M14539_at,229.8
M14565_at,23.6
M14636_at,60.7
M14648_at,1.95
M14660_at,130.2
M14676_at,5.68100358422939
M14764_at,6.25842696629214
M14949_at,23.05
M15059_at,10.1533333333333
M15182_at,5.93718166383701
M15205_at,5.55357142857143
M15353_at,7.4
M15517_cds5_at,19
M15656_at,1
M15661_at,8.43316831683168
M15780_at,1
M15796_at,68.55
M15841_at,88.45
M15856_at,9.35
M15881_at,13.5
M15958_at,1
M15990_at,10.1369863013699
M16038_at,161.15
M16279_at,634.1
M16282_at,4.97619047619048
M16404_at,1
M16405_at,10.4040404040404
M16424_at,48.65
M16441_cds1_at,10.2
M16447_at,20.7083333333333
M16505_at,17.1
M16801_at,6
M16937_at,13.15
M16961_at,11.5
M16967_at,2.2
M16973_at,16.1
M17219_at,24.5
M17262_at,4.98039215686275
M17316_at,27.4
M17466_at,6.2
M17733_at,1.59426066161817
M17754_at,21.35
M17885_at,1.05042016806723
M17886_at,1.23599845500193
M18000_at,1.01394169835234
M18079_at,7.75
M18185_at,5.35
M18533_at,7.15
M18728_at,29.45
M18731_at,1
M18737_rna1_at,39.6868686868687
M19159_at,93.4
M19283_at,4.47552447552448
M19301_at,6.4
M19481_at,3.4
M19483_at,5.43343848580442
M19507_at,789.55
M19645_at,41.8186046511628
M19684_at,11.3
M19720_rna1_at,3.34507042253521
M19720_rna2_at,1
M19722_at,24.6271186440678
M19961_at,11.6706827309237
M19989_cds1_at,2.05
M19989_cds2_at,73.4
M20137_at,21.4
M20218_at,12.25
M20471_at,10.5623342175066
M20530_at,19.2
M20543_at,11.4
M20681_at,151.5
M20777_at,1
M20786_at,1
M20902_at,19.135593220339
M20919_at,1
M21005_at,530.5
M21056_at,13.85
M21121_at,163.9
M21154_at,6.5982905982906
M21186_at,752.85
M21188_at,7.5
M21259_at,6.28638941398866
M21389_at,19.9
M21494_at,18.3
M21551_rna1_at,33.6
M21574_at,141.05
M21624_at,589.95
M21812_at,4.06583072100313
M21904_at,172.15
M21934_at,24.55
M21984_at,34
M21985_at,6.97752808988764
M22005_at,1
M22092_at,1
M22324_at,85.95
M22382_at,8.59830097087379
M22430_at,30.1
M22489_at,118.3
M22490_at,4.21113689095128
M22538_at,8.50310559006211
M22632_at,34.55
M22638_at,59.7
M22760_at,10.5865102639296
M22877_at,7.23846153846154
M22898_at,93.6
M22919_rna2_at,87.7
M22960_at,203.95
M22976_at,8.34146341463415
M22995_at,44.6
M23114_at,35.0666666666667
M23161_at,5.53982300884956
M23197_at,25
M23254_at,10.3035143769968
M23294_at,96.45
M23379_at,38.95
M23533_at,3.05
M23613_at,3.09957380860132
M23668_at,12.25
M24194_at,1.14244912531239
M24248_at,12.7883211678832
M24351_cds2_at,11.85
M24364_at,6
M24398_at,66.9
M24400_at,16.85
M24439_at,35.4878048780488
M24461_at,14.15
M24470_at,9.80314960629921
M24594_at,93.55
M24899_at,31.8
M24902_at,10
M25077_at,67.95
M25164_at,10.3783783783784
M25269_at,6.31967213114754
M25280_at,792.4
M25322_at,17.55
M25393_at,8.9
M25629_at,14.65
M25753_at,14.85
M25756_at,7.5
M25809_at,44.55
M25897_at,163.15
M26061_at,14.95
M26062_at,11.6
M26167_rna1_at,3.7
M26576_cds2_at,8.4020618556701
M26602_at,223.8
M26679_at,19.2
M26682_at,25.35
M26683_at,3.71938775510204
M26880_at,5.04834996162701
M27160_at,17.4
M27161_at,31.1
M27281_at,7.95
M27288_at,26.65
M27492_at,13.9
M27543_at,8.23076923076923
M27819_at,88.4
M27826_at,36.9
M27878_at,2.85
M27891_at,800
M28209_at,8.02777777777778
M28210_at,1
M28211_at,19.35
M28212_at,11.35
M28214_at,1
M28215_at,17
M28219_at,1
M28249_at,8.7
M28713_at,7.36531365313653
M28825_at,303.75
M28826_at,439.3
M28827_at,37.95
M28879_at,19.9090909090909
M28983_at,3.37
M29064_at,18.5901639344262
M29194_at,9.3
M29204_at,15.9705882352941
M29273_at,30.35
M29458_at,8.05
M29474_at,88.1
M29536_at,6.19585253456221
M29540_at,11.15
M29550_at,18.35
M29551_at,24.55
M29580_at,1.75
M29581_at,2.95987654320988
M29696_at,226.925925925926
M29877_at,6.90769230769231
M29927_at,49
M29960_at,7.92105263157895
M29971_at,34.9
M30135_at,1
M30185_at,36.5
M30269_at,28.85
M30496_at,24.25
M30773_at,5
M30818_at,92.2
M30894_at,367.785714285714
M30938_at,17.7813765182186
M31013_at,7.15519253208868
M31153_at,1
M31158_at,27.8
M31165_at,17.9
M31166_at,92.55
M31210_at,21.4
M31303_rna1_at,9.92739726027397
M31328_at,6.82162162162162
M31520_at,1.82669254481105
M31525_at,3.97782258064516
M31606_at,1
M31627_at,43.3429951690821
M31642_at,6.67219917012448
M31651_at,16.2
M31659_at,10.6
M31661_at,9.2
M31682_at,1
M31899_at,29.25
M31951_at,1
M31994_at,17.0882352941176
M32011_at,122.5
M32053_at,195.95
M32313_at,4.50387596899225
M32315_at,10.5015576323988
M32334_at,131.7
M32373_at,10.2
M32402_at,1.6
M32405_at,2.9724677948977
M32598_at,10.4
M32639_at,1
M32886_at,44.5
M33195_at,254.75
M33308_at,33.1090909090909
M33336_at,23.2222222222222
M33374_at,11
M33478_at,4.9
M33518_at,79.2
M33521_at,10.5623268698061
M33552_at,236.4
M33653_at,1
M33680_at,15.5036958817318
M33764_at,8.36631419939577
M33882_at,331.95
M33987_at,13.4
M34041_at,55.35
M34057_at,8.1
M34065_at,7.45
M34079_at,2.90998363338789
M34175_at,10.1204188481675
M34181_at,49.8
M34182_at,3.34786557674841
M34192_at,8.59375
M34309_at,10.9
M34344_at,41.75
M34423_at,52.15
M34455_at,12.8301886792453
M34539_at,241.55
M34667_at,11.34375
M34668_at,37.7
M34677_at,71.25
M35128_at,39.5
M35198_at,14.9
M35252_at,11.45
M35296_at,19.75
M35416_at,14.5
M35531_at,34.55
M35878_at,54.3
M36067_at,44
M36089_at,22.2978723404255
M36200_at,26.25
M36205_at,5.45
M36341_at,9.08802816901408
M36803_at,17.1
M37033_at,11.5909090909091
M37104_at,6.75986842105263
M37190_at,9.54054054054054
M37197_at,20.2307692307692
M37245_at,5.36526946107784
M37400_at,23.4
M37435_at,11.7727272727273
M37583_at,6.5121359223301
M37721_at,9.02040816326531
M37763_at,10.25
M37766_at,89.551724137931
M37815_cds1_at,7.65
M37825_at,8.7
M37984_rna1_at,4.67193675889328
M38591_at,355.25
M38690_at,320.65
M54927_at,6.35
M54951_at,15.35
M54968_at,11.7
M54992_at,146.25
M54995_at,188.85
M55040_at,3.82417582417582
M55047_at,12.0526315789474
M55067_at,35.6422018348624
M55131_at,25.7
M55150_at,29.2717391304348
M55153_at,17.7
M55172_at,4.15
M55210_at,29.25
M55265_at,61.2
M55267_at,23.05
M55268_at,5.23353293413174
M55284_at,10.4
M55420_at,18.7
M55531_at,199.15
M55542_at,11.15
M55543_at,23.1
M55593_at,5.68163265306122
M55621_at,26.45
M55671_at,9.0609756097561
M55905_at,22.25
M57230_at,1
M57293_at,10.3
M57399_at,17.95
M57471_at,3.5
M57506_rna1_at,1.4
M57567_at,33.3857142857143
M57609_at,44.35
M57710_at,357.1
M57730_at,16.95
M57732_at,21.3
M57763_at,67.65
M57892_at,3.95
M58028_at,9.73762376237624
M58285_at,7.03296703296703
M58297_at,23.5
M58378_cds1_at,58.05
M58459_at,435.05
M58583_at,4.84210526315789
M58597_at,22.1
M58600_rna1_at,1
M58603_at,30.5190839694656
M59371_at,16.5
M59465_at,29.7204724409449
M59488_at,18.15
M59499_at,20.85
M59807_at,17.5948905109489
M59815_at,80.05
M59820_at,54.2
M59829_at,39.7
M59830_at,150.111111111111
M59911_at,34.45
M59916_at,1
M59941_at,14.6
M59964_at,1
M59979_at,3.25
M60047_at,1.55
M60052_at,7.45
M60091_at,40.05
M60092_at,15
M60094_rna1_at,7.65
M60165_cds1_at,5.39698492462312
M60278_at,94.55
M60298_at,33.75
M60299_at,25.95
M60314_at,1.55
M60315_at,10.9
M60331_at,1.7
M60459_at,21.3
M60527_at,27.0909090909091
M60556_rna2_at,1
M60626_at,6.4
M60721_at,133.4
M60724_at,7.85
M60748_at,18.5
M60749_at,8.85
M60752_at,65.2
M60830_at,67.5
M60854_at,1.12399016508606
M60858_rna1_at,4.55800505963137
M60922_at,27.563829787234
M61156_at,3.8
M61176_at,10.85
M61199_at,43.75
M61733_at,12.05
M61764_at,49.2
M61906_at,48.030303030303
M61916_at,3
M62302_at,32.6
M62324_at,56.15
M62397_at,5.2
M62400_at,4.8
M62402_at,18.4
M62424_at,8.15
M62486_at,3.27368421052632
M62505_at,24.05
M62762_at,232.35
M62783_at,23.525
M62800_at,2.6
M62810_at,31.7
M62831_at,26.9170854271357
M62840_at,24.3
M62843_at,1
M62958_at,10.55
M62982_at,1.3
M62994_at,71.9
M63138_at,22.6752293577982
M63154_at,1
M63167_at,18.2452830188679
M63175_at,8.30769230769231
M63180_at,6.95854922279793
M63256_at,3.4
M63262_at,42.3571428571429
M63379_at,62.6357142857143
M63391_rna1_at,13.15
M63483_at,4.35779816513761
M63488_at,17.15
M63573_at,199.25
M63582_at,10.5353535353535
M63589_at,31.5
M63603_at,13.1
M63623_at,9.1
M63835_at,22.45
M63896_at,3.3
M63904_at,386.95
M63928_at,124.6
M63959_at,18.1528239202658
M63962_rna1_at,5.6
M63967_at,15
M64082_at,5.05
M64098_at,9.41428571428571
M64099_at,27.55
M64108_at,34.7575757575758
M64174_at,37.3636363636364
M64347_at,15.15
M64358_at,4.1
M64497_at,21.1
M64554_rna1_at,1.6
M64571_at,4.24253731343284
M64572_at,28.35
M64590_at,77.4545454545455
M64595_at,96.6
M64673_at,55.9
M64676_at,5.9
M64716_at,1.50602409638554
M64788_at,12.45
M64925_at,8.75581395348837
M64929_at,60.7
M64930_at,6
M64934_at,57.5
M64936_at,18.35
M64992_at,5.32
M65066_at,60.5
M65085_at,38
M65131_rna1_at,7.09259259259259
M65199_at,1
M65217_at,20.0425531914894
M65254_at,4.82911392405063
M65290_at,6.45
M65291_at,11.75
M67439_at,1
M68516_rna1_at,1
M68520_at,47.8
M68840_at,14.2
M68864_at,117.8
M68874_at,6.1
M68891_at,12.4854368932039
M68895_rna1_at,21.5
M68941_at,9.48717948717949
M69023_at,8.14705882352941
M69039_at,6.25062034739454
M69043_at,28.1195079086116
M69066_at,9.74766355140187
M69177_at,18.9
M69225_at,3.35
M69238_at,20.6
M73047_at,34.3
M73077_at,10.8
M73481_at,1.85
M73482_at,3.35
M73489_at,21
M73547_at,49.9
M73720_at,12.9459459459459
M73780_at,24.7
M74002_at,7.03473491773309
M74047_at,1
M74089_at,37.25
M74091_at,6.25
M74093_at,10.7
M74096_at,12.75
M74099_at,7.79761904761905
M74161_at,9.15
M74290_at,1
M74297_at,13.9
M74447_at,18.3
M74491_at,5.35393258426966
M74524_at,56.35
M74525_at,15.85
M74542_at,3.35
M74558_at,19.8
M74719_at,168.849056603774
M74826_at,22.45
M75099_at,7.84615384615385
M75106_at,6.8
M75110_at,10.5
M75126_at,10.5101214574899
M76180_at,6.4
M76231_at,1
M76378_at,84.35
M76424_at,51.25
M76446_at,1
M76482_at,11.1818181818182
M76558_at,1
M76559_at,13.1
M76665_at,10.85
M76766_at,6.95757575757576
M77016_at,15
M77140_at,19.05
M77142_at,41.3
M77232_rna1_at,1.66199231328555
M77235_at,8.15
M77349_at,24.5
M77698_at,89.6
M77810_at,11.4
M77836_at,6.64285714285714
M79462_at,28.95
M80244_at,49.8571428571429
M80254_at,43.2
M80333_at,8.88235294117647
M80335_at,58.4
M80359_at,34
M80478_at,1
M80482_at,5.96551724137931
M80563_at,392.85
M80629_at,5.07798165137615
M80647_at,55.85
M80783_at,15
M80899_at,78.2380952380952
M81057_at,7.52873563218391
M81118_at,25.55
M81379_at,3.8
M81601_at,5.60606060606061
M81637_at,11.85
M81750_at,20.15
M81757_at,1.2171002586338
M81758_at,68.8
M81780_cds3_at,19.45
M81780_cds4_at,1
M81780_cds5_at,69.45
M81829_at,19
M81830_at,5.83783783783784
M81882_at,5.1
M81933_at,20.35
M82809_at,41.8
M82882_at,27.3918918918919
M82919_at,4.55
M82962_at,7.85
M83088_at,6.09240924092409
M83181_at,6.08383233532934
M83186_at,12.8
M83221_at,17.6633663366337
M83233_at,73.85
M83308_at,1
M83363_at,11.6
M83554_at,1
M83651_at,1
M83738_at,25.35
M83751_at,21.0096153846154
M83772_at,1
M83822_at,27.5
M83941_at,3.95
M84332_at,3.731220657277
M84349_at,32.65
M84526_at,368.6
M84605_at,7.55
M84711_at,3.3003300330033
M84739_at,302.8
M85085_at,4.35
M85164_at,4.45384615384615
M85165_at,21.8
M85169_at,60.5
M85217_at,2
M85220_at,15.9
M85247_at,5.87596899224806
M85276_at,36.7263157894737
M86400_at,6.93715341959335
M86406_at,20.1
M86407_at,8.2
M86528_at,10.65
M86546_at,7.64088397790055
M86667_at,12.1472772277228
M86699_at,29.9
M86707_at,27.25
M86737_at,7.34831460674157
M86752_at,121.95
M86808_at,6.9
M86826_at,1
M86849_at,9.5
M86852_at,32.4
M86868_at,1
M86917_at,7.23076923076923
M86934_at,27.75
M87284_at,3.39776951672862
M87338_at,11.35
M87339_at,11.6714285714286
M87434_at,16.6274509803922
M87499_at,10.3
M87503_at,12.0054644808743
M87860_at,39.45
M88108_at,6.48387096774194
M88163_at,11
M88279_at,14.4450549450549
M88282_at,42.75
M88338_at,27.8
M88458_at,19.9666666666667
M88468_at,7.26883561643836
M88579_at,12.5
M89473_at,11.4565217391304
M89796_rna1_at,5.45
M89955_at,1
M89957_at,308.45
M90299_at,64.55
M90359_at,1.3
M90366_at,3.52238805970149
M90516_at,8.8
M90656_at,27.7906976744186
M90657_at,6.4
M90696_at,28.85
M90820_at,1
M91029_cds2_at,49.9428571428571
M91036_rna1_at,800
M91083_at,47.6
M91196_at,39.9
M91432_at,45.6
M91438_at,661.9
M91467_at,6.41176470588235
M91585_at,5.02803738317757
M91592_at,5.0406976744186
M91670_at,22.5384615384615
M92287_at,64.6606060606061
M92303_at,6.33644859813084
M92357_at,126.25
M92424_at,12.3589743589744
M92432_at,10.1
M92439_at,12.6444444444444
M92449_at,49.4
M92934_at,455.25
M93036_at,13.4594594594595
M93056_at,189.3
M93107_at,57.1
M93119_at,6.45
M93221_at,60.2
M93283_at,7.82178217821782
M93284_at,27.25
M93405_at,9.65454545454545
M93415_at,22.95
M93425_at,26.75
M93426_at,58.5652173913044
M93650_at,4.72457627118644
M93718_at,7
M94065_at,12.9142857142857
M94077_at,11.65
M94151_at,2.85
M94167_at,29.25
M94250_at,109.45
M94345_at,271.9
M94362_at,6.49707602339181
M94547_at,3.15
M94556_at,13.7400881057269
M94630_at,5.9672131147541
M94633_at,91.4
M94856_at,20.937984496124
M94893_at,2.65
M95167_at,5.75
M95178_at,50.6
M95549_at,9.31372549019608
M95610_at,10.4011976047904
M95623_cds1_at,17.5593220338983
M95627_at,4.58472998137803
M95678_at,10.6197802197802
M95712_at,17.0967741935484
M95724_at,12.3
M95767_at,18.45
M95787_at,30.1
M95809_at,19.85
M95925_at,6.25
M95929_at,30
M96326_rna1_at,800
M96684_at,8.95
M96739_at,4.11387900355872
M96740_at,11.1
